Categoria,Ciudad,Pais/Región,Nombre del Cliente,Proveedor,Fecha de Orden,ID Orden,Codigo Postal,Nombre de Producto,Region,Segmento,Fecha de Envio,Modo de Envio,Estado/Provincia,Sub-Categoria,Descuento,Ganancia,Cantidad,Ventas
Suministros de Oficina,Chicago,United States,Delfina Latchford,Staples in misc. colors,17/02/2019,US-2019-154165,60653,Staples in misc. colors,Central,Consumidor,24/02/2019,Standard Class,Illinois,Arte,0.2,8.8088,14,54.208
Muebles,Lubbock,United States,Troy Blackwell,DAX,18/02/2019,US-2019-165589,79424,"DAX Copper Panel Document Frame, 5 x 7 Size",Central,Consumidor,18/02/2019,Mismo Dia,Texas,Muebleria,0.6,-11.322,5,25.16
Suministros de Oficina,Arlington,United States,Aaron Bergman,Akro,18/02/2019,US-2019-152905,76017,Akro Stacking Bins,Central,Consumidor,24/02/2019,Standard Class,Texas,Almacenamiento,0.2,-2.5248,2,12.624
Muebles,Richmond,United States,Linda Cazamias,Master Caster,20/02/2019,US-2019-109491,47374,"Master Caster Door Stop, Brown",Central,Corporativo,26/02/2019,Standard Class,Indiana,Muebleria,0,6.9088,4,20.32
Suministros de Oficina,Los Angeles,United States,Steven Roelle,Xerox,20/02/2019,US-2019-164903,90049,Xerox 204,Oeste,Home Office,24/02/2019,Standard Class,California,Papel,0,6.2208,2,12.96
Tecnología,Richmond,United States,Linda Cazamias,Enermax,20/02/2019,US-2019-109491,47374,Enermax Briskie RF Wireless Keyboard and Mouse Combo,Central,Corporativo,26/02/2019,Standard Class,Indiana,Accesorios,0,22.4316,3,62.31
Suministros de Oficina,Woodstock,United States,Tamara Manning,GBC,21/02/2019,US-2019-165540,60098,GBC Standard Plastic Binding Systems Combs,Central,Consumidor,25/02/2019,Standard Class,Illinois,Portafolio,0.8,-13.7175,5,8.85
Suministros de Oficina,Moreno Valley,United States,Sue Ann Reed,Xerox,22/02/2019,US-2019-133354,92553,Xerox 220,Oeste,Consumidor,24/02/2019,First Class,California,Papel,0,9.3312,3,19.44
Suministros de Oficina,El Paso,United States,Michael Grace,GBC,23/02/2019,US-2019-103744,79907,GBC Plastic Binding Combs,Central,Home Office,27/02/2019,Standard Class,Texas,Portafolio,0.8,-6.8634,3,4.428
Suministros de Oficina,El Paso,United States,Michael Grace,Staple-on labels,23/02/2019,US-2019-103744,79907,Staple-on labels,Central,Home Office,27/02/2019,Standard Class,Texas,Etiquetas,0.2,2.3409,3,6.936
Suministros de Oficina,Medford,United States,Jennifer Halladay,TOPS,24/02/2019,US-2019-137680,97504,"TOPS 4 x 6 Fluorescent Color Memo Sheets, 500 Sheets per Pack",Oeste,Consumidor,02/03/2019,Standard Class,Oregon,Papel,0.2,7.6869,3,22.776
Suministros de Oficina,Medford,United States,Jennifer Halladay,Message Book,24/02/2019,US-2019-137680,97504,"Message Book, Wirebound, Four 5 1/2"" X 4"" Forms/Pg., 200 Dupl. Sets/Book",Oeste,Consumidor,02/03/2019,Standard Class,Oregon,Papel,0.2,11.1024,4,32.896
Suministros de Oficina,Columbus,United States,Joy Smith,Zebra,27/02/2019,US-2019-156545,43229,Zebra Zazzle Fluorescent Highlighters,Este,Consumidor,03/03/2019,First Class,Ohio,Arte,0.2,3.4048,4,19.456
Muebles,Elmhurst,United States,Vicky Freymann,Novimex,01/03/2019,US-2019-113880,60126,Novimex Swivel Fabric Task Chair,Central,Home Office,05/03/2019,Standard Class,Illinois,Sillas,0.3,-172.1172,6,634.116
Muebles,El Paso,United States,Shahid Collister,Other,01/03/2019,US-2019-131009,79907,Harbour Creations Steel Folding Chair,Central,Consumidor,05/03/2019,Standard Class,Texas,Sillas,0.3,0,6,362.25
Muebles,Seattle,United States,Dave Brooks,Global,01/03/2019,US-2019-104269,98115,Global Deluxe High-Back Manager's Chair,Oeste,Consumidor,06/03/2019,Second Class,Washington,Sillas,0.2,51.4764,2,457.568
Muebles,El Paso,United States,Shahid Collister,DAX,01/03/2019,US-2019-131009,79907,DAX Black Cherry Wood-Tone Poster Frame,Central,Consumidor,05/03/2019,Standard Class,Texas,Muebleria,0.6,-34.9536,6,63.552
Muebles,Houston,United States,Giulietta Weimer,Bevis,01/03/2019,US-2019-168312,77036,Bevis Round Conference Room Tables and Bases,Central,Consumidor,07/03/2019,Standard Class,Texas,Mesas,0.3,-43.0296,3,376.509
Suministros de Oficina,El Paso,United States,Shahid Collister,Other,01/03/2019,US-2019-131009,79907,Plymouth Boxed Rubber Bands by Plymouth,Central,Consumidor,05/03/2019,Standard Class,Texas,Ajustadores,0.2,-3.5325,5,18.84
Suministros de Oficina,Elmhurst,United States,Vicky Freymann,Other,01/03/2019,US-2019-113880,60126,"Black Print Carbonless 8 1/2"" x 8 1/4"" Rapid Memo Book",Central,Home Office,05/03/2019,Standard Class,Illinois,Papel,0.2,5.6784,3,17.472
Suministros de Oficina,El Paso,United States,Shahid Collister,Fellowes,01/03/2019,US-2019-131009,79907,Fellowes Bankers Box Recycled Super Stor/Drawer,Central,Consumidor,05/03/2019,Standard Class,Texas,Almacenamiento,0.2,-22.6716,3,129.552
Suministros de Oficina,Houston,United States,Giulietta Weimer,Other,01/03/2019,US-2019-168312,77036,Recycled Steel Personal File for Hanging File Folders,Central,Consumidor,07/03/2019,Standard Class,Texas,Almacenamiento,0.2,8.5845,3,137.352
Tecnología,New York City,United States,Hallie Redmond,Other,01/03/2019,US-2019-143707,10035,Sannysis Cute Owl Design Soft Skin Case Cover for Samsung Galaxy S4,Este,Home Office,05/03/2019,Standard Class,New York,Telefonos,0,1.6038,3,5.94
Suministros de Oficina,New York City,United States,Kristina Nunn,Staple envelope,02/03/2019,US-2019-107524,10009,Staple envelope,Este,Home Office,08/03/2019,Standard Class,New York,Sobres,0,5.3392,2,11.36
Suministros de Oficina,Philadelphia,United States,Nicole Hansen,Xerox 1971,02/03/2019,US-2019-111157,19120,Xerox 1971,Este,Corporativo,06/03/2019,Standard Class,Pennsylvania,Papel,0.2,1.07,1,3.424
Suministros de Oficina,New York City,United States,Kristina Nunn,Array,02/03/2019,US-2019-107524,10009,"Array Parchment Paper, Assorted Colors",Este,Home Office,08/03/2019,Standard Class,New York,Papel,0,17.472,5,36.4
Tecnología,Philadelphia,United States,Nicole Hansen,Other,02/03/2019,US-2019-111157,19120,Hypercom P1300 Pinpad,Este,Corporativo,06/03/2019,Standard Class,Pennsylvania,Accesorios,0.2,32.13,3,151.2
Muebles,Columbus,United States,Jill Stevenson,O'Sullivan,03/03/2019,US-2019-127978,43229,O'Sullivan 4-Shelf Bookcase in Odessa Pine,Este,Corporativo,08/03/2019,Standard Class,Ohio,Libreros,0.5,-199.617,5,302.45
Muebles,San Diego,United States,Eva Jacobs,Bevis,03/03/2019,US-2019-105648,92037,"Bevis Oval Conference Table, Walnut",Oeste,Consumidor,07/03/2019,Standard Class,California,Mesas,0.2,-23.4882,3,626.352
Suministros de Oficina,Houston,United States,Sam Craven,Other,03/03/2019,US-2019-130421,77095,3.6 Cubic Foot Counter Height Office Refrigerator,Central,Consumidor,07/03/2019,Standard Class,Texas,Linea Blanca,0.8,-459.6072,3,176.772
Suministros de Oficina,Wilmington,United States,Ashley Jarboe,Zebra,03/03/2019,US-2019-155852,28403,Zebra Zazzle Fluorescent Highlighters,Sur,Consumidor,07/03/2019,Second Class,North Carolina,Arte,0.2,3.4048,4,19.456
Suministros de Oficina,New York City,United States,Anne Pryor,Cardinal,03/03/2019,US-2019-127964,10035,"Cardinal HOLDit! Binder Insert Strips,Extra Strips",Este,Home Office,08/03/2019,Standard Class,New York,Portafolio,0.2,9.1785,5,25.32
Suministros de Oficina,New York City,United States,Anne Pryor,Ibico,03/03/2019,US-2019-127964,10035,Ibico Laser Imprintable Binding System Covers,Este,Home Office,08/03/2019,Standard Class,New York,Portafolio,0.2,40.872,3,125.76
Suministros de Oficina,Columbus,United States,Jill Stevenson,Avery,03/03/2019,US-2019-127978,43229,Avery 495,Este,Corporativo,08/03/2019,Standard Class,Ohio,Etiquetas,0.2,4.914,3,15.12
Suministros de Oficina,Columbus,United States,Jill Stevenson,Eldon,03/03/2019,US-2019-127978,43229,Eldon Shelf Savers Cubes and Bins,Este,Corporativo,08/03/2019,Standard Class,Ohio,Almacenamiento,0.2,-10.0512,8,44.672
Tecnología,New York City,United States,Anne Pryor,Other,03/03/2019,US-2019-127964,10035,PowerGen Dual USB Car Charger,Este,Home Office,08/03/2019,Standard Class,New York,Telefonos,0,4.5954,1,9.99
Suministros de Oficina,Margate,United States,Sanjit Chand,BIC,04/03/2019,US-2019-117016,33063,"BIC Brite Liner Highlighters, Chisel Tip",Sur,Consumidor,09/03/2019,Standard Class,Florida,Arte,0.2,2.3328,3,15.552
Suministros de Oficina,Columbia,United States,Clay Ludtke,Other,04/03/2019,US-2019-116239,29203,Sensible Storage WireTech Storage Systems,Sur,Consumidor,04/03/2019,Mismo Dia,South Carolina,Almacenamiento,0,17.745,5,354.9
Suministros de Oficina,Yonkers,United States,Aimee Bixby,Newell,05/03/2019,US-2019-169061,10701,Newell 345,Este,Consumidor,08/03/2019,Second Class,New York,Arte,0,15.4752,3,59.52
Suministros de Oficina,Yonkers,United States,Aimee Bixby,GBC,05/03/2019,US-2019-169061,10701,GBC Wire Binding Combs,Este,Consumidor,08/03/2019,Second Class,New York,Portafolio,0.2,16.7508,6,49.632
Suministros de Oficina,Yonkers,United States,Aimee Bixby,Xerox,05/03/2019,US-2019-169061,10701,Xerox 1891,Este,Consumidor,08/03/2019,Second Class,New York,Papel,0,45.9754,2,97.82
Suministros de Oficina,Yonkers,United States,Aimee Bixby,Acme,05/03/2019,US-2019-169061,10701,Acme Forged Steel Scissors with Black Enamel Handles,Este,Consumidor,08/03/2019,Second Class,New York,Papeleria,0,5.3998,2,18.62
Tecnología,Yonkers,United States,Aimee Bixby,Logitech,05/03/2019,US-2019-169061,10701,Logitech Wireless Gaming Headset G930,Este,Consumidor,08/03/2019,Second Class,New York,Accesorios,0,177.5889,3,479.97
Muebles,Seattle,United States,Craig Molinari,Office Star,07/03/2019,US-2019-104563,98103,Office Star - Task Chair with Contemporary Loop Arms,Oeste,Corporativo,12/03/2019,Standard Class,Washington,Sillas,0.2,21.8352,6,436.704
Muebles,Seattle,United States,Aaron Bergman,Global,07/03/2019,US-2019-156587,98103,"Global Push Button Manager's Chair, Indigo",Oeste,Consumidor,08/03/2019,First Class,Washington,Sillas,0.2,5.4801,1,48.712
Muebles,Seattle,United States,Craig Molinari,Global,07/03/2019,US-2019-104563,98103,"Global Leather and Oak Executive Chair, Black",Oeste,Corporativo,12/03/2019,Standard Class,Washington,Sillas,0.2,54.1764,2,481.568
Suministros de Oficina,Seattle,United States,Craig Molinari,Newell,07/03/2019,US-2019-104563,98103,Newell Chalk Holder,Oeste,Corporativo,12/03/2019,Standard Class,Washington,Arte,0,9.499,5,20.65
Suministros de Oficina,Seattle,United States,Aaron Bergman,Newell,07/03/2019,US-2019-156587,98103,Newell 330,Oeste,Consumidor,08/03/2019,First Class,Washington,Arte,0,4.6644,3,17.94
Suministros de Oficina,Des Moines,United States,Nora Pelletier,Other,07/03/2019,US-2019-131982,98198,Catalog Binders with Expanding Posts,Oeste,Home Office,11/03/2019,Second Class,Washington,Portafolio,0.2,33.64,2,107.648
Suministros de Oficina,Seattle,United States,Craig Molinari,Other,07/03/2019,US-2019-104563,98103,"Contico 72""H Heavy-Duty Storage System",Oeste,Corporativo,12/03/2019,Standard Class,Washington,Almacenamiento,0,0,5,204.9
Suministros de Oficina,Seattle,United States,Aaron Bergman,Carina,07/03/2019,US-2019-156587,98103,"Carina 42""Hx23 3/4""W Media Storage Unit",Oeste,Consumidor,08/03/2019,First Class,Washington,Almacenamiento,0,4.8588,3,242.94
Suministros de Oficina,Denver,United States,Kean Thornton,Boston,10/03/2019,US-2019-140116,80219,"BOSTON Ranger #55 Pencil Sharpener, Black",Oeste,Consumidor,17/03/2019,Standard Class,Colorado,Arte,0.2,9.3564,4,83.168
Suministros de Oficina,Royal Oak,United States,Scott Williamson,Other,10/03/2019,US-2019-100279,48073,"Geographics Note Cards, Blank, White, 8 1/2"" x 11""",Central,Consumidor,14/03/2019,Standard Class,Michigan,Papel,0,10.7424,2,22.38
Suministros de Oficina,Denver,United States,Kean Thornton,Tennsco,10/03/2019,US-2019-140116,80219,Tennsco 6- and 18-Compartment Lockers,Oeste,Consumidor,17/03/2019,Standard Class,Colorado,Almacenamiento,0.2,-15.9102,3,636.408
Muebles,Columbus,United States,Chloris Kastensmidt,Eldon,11/03/2019,US-2019-166884,43229,Eldon Wave Desk Accessories,Este,Consumidor,16/03/2019,Second Class,Ohio,Muebleria,0.2,2.288,5,8.32
Suministros de Oficina,Richmond,United States,Filia McAdams,Fellowes,11/03/2019,US-2019-114790,40475,"Fellowes Premier Superior Surge Suppressor, 10-Outlet, With Phone and Remote",Sur,Corporativo,13/03/2019,Second Class,Kentucky,Linea Blanca,0,38.1576,3,146.76
Suministros de Oficina,Roseville,United States,Richard Bierner,Other,11/03/2019,US-2019-103338,95661,Economy #2 Pencils,Oeste,Consumidor,15/03/2019,Standard Class,California,Arte,0,2.0748,3,7.98
Suministros de Oficina,Columbus,United States,Chloris Kastensmidt,Stockwell,11/03/2019,US-2019-166884,43229,Stockwell Push Pins,Este,Consumidor,16/03/2019,Second Class,Ohio,Ajustadores,0.2,1.7004,6,10.464
Suministros de Oficina,Richmond,United States,Filia McAdams,Xerox,11/03/2019,US-2019-114790,40475,Xerox 198,Sur,Corporativo,13/03/2019,Second Class,Kentucky,Papel,0,7.0218,3,14.94
Suministros de Oficina,New York City,United States,Kelly Andreada,Southworth,11/03/2019,US-2019-158337,10024,"Southworth 100% Résumé Paper, 24lb.",Este,Consumidor,14/03/2019,Second Class,New York,Papel,0,49.014,14,108.92
Tecnología,Richmond,United States,Filia McAdams,Maxell,11/03/2019,US-2019-114790,40475,Maxell DVD-RAM Discs,Sur,Corporativo,13/03/2019,Second Class,Kentucky,Accesorios,0,14.1728,2,32.96
Tecnología,Richmond,United States,Filia McAdams,Panasonic,11/03/2019,US-2019-114790,40475,Panasonic KX-TG9471B,Sur,Corporativo,13/03/2019,Second Class,Kentucky,Telefonos,0,164.6316,3,587.97
Muebles,Calgary,Canada,Nicole Fjeld,Global,13/03/2019,CA-2019-139675,T2C,Global Deluxe High-Back Manager's Chair,Oeste,Home Office,18/03/2019,Second Class,Alberta,Sillas,0.2,102.95,4,915.14
Muebles,Calgary,Canada,Nicole Fjeld,Dana,13/03/2019,CA-2019-139675,T2C,Dana Halogen Swing-Arm Architect Lamp,Oeste,Home Office,18/03/2019,Second Class,Alberta,Muebleria,0,91.77,8,327.76
Muebles,Chesapeake,United States,Christine Kargatis,Global,14/03/2019,US-2019-125521,23320,Global Commerce Series High-Back Swivel/Tilt Chairs,Sur,Home Office,19/03/2019,Standard Class,Virginia,Sillas,0,284.98,4,1139.92
Suministros de Oficina,Huntington Beach,United States,Dean Katz,Avery,14/03/2019,US-2019-157623,92646,Avery Hi-Liter Fluorescent Desk Style Markers,Oeste,Corporativo,18/03/2019,Standard Class,California,Arte,0,1.2506,1,3.38
Suministros de Oficina,Logan,United States,Jason Fortune-,GBC,14/03/2019,US-2019-114510,84321,GBC Wire Binding Combs,Oeste,Consumidor,19/03/2019,Standard Class,Utah,Portafolio,0.2,11.1672,4,33.088
Suministros de Oficina,Logan,United States,Jason Fortune-,Other,14/03/2019,US-2019-114510,84321,"Premium Transparent Presentation Covers, No Pattern/Clear, 8 1/2"" x 11""",Oeste,Consumidor,19/03/2019,Standard Class,Utah,Portafolio,0.2,20.1656,2,62.048
Suministros de Oficina,Jacksonville,United States,Neil Französisch,Xerox,14/03/2019,US-2019-100293,32216,Xerox 1887,Sur,Home Office,18/03/2019,Standard Class,Florida,Papel,0.2,31.8696,6,91.056
Suministros de Oficina,Huntington Beach,United States,Dean Katz,Xerox,14/03/2019,US-2019-157623,92646,Xerox 1972,Oeste,Corporativo,18/03/2019,Standard Class,California,Papel,0,4.752,2,10.56
Suministros de Oficina,Chicago,United States,Rick Bensley,Xerox,14/03/2019,US-2019-152618,60653,Xerox 1963,Central,Home Office,17/03/2019,First Class,Illinois,Papel,0.2,2.64,2,8.448
Suministros de Oficina,Logan,United States,Jason Fortune-,Carina,14/03/2019,US-2019-114510,84321,Carina Double Wide Media Storage Towers in Natural & Black,Oeste,Consumidor,19/03/2019,Standard Class,Utah,Almacenamiento,0,3.2392,1,80.98
Suministros de Oficina,Logan,United States,Jason Fortune-,Staple magnet,14/03/2019,US-2019-114510,84321,Staple magnet,Oeste,Consumidor,19/03/2019,Standard Class,Utah,Almacenamiento,0,5.7672,2,21.36
Tecnología,Logan,United States,Jason Fortune-,Imation,14/03/2019,US-2019-114510,84321,Imation 30456 USB Flash Drive 8GB,Oeste,Consumidor,19/03/2019,Standard Class,Utah,Accesorios,0,6.624,12,82.8
Tecnología,Chicago,United States,Rick Bensley,Hewlett-Packard,14/03/2019,US-2019-152618,60653,Hewlett-Packard Deskjet 6540 Color Inkjet Printer,Central,Home Office,17/03/2019,First Class,Illinois,Maquinas,0.3,156.047,2,574.91
Muebles,Tampa,United States,Alan Shonely,Eldon,15/03/2019,US-2019-149958,33614,"Eldon Expressions Desk Accessory, Wood Photo Frame, Mahogany",Sur,Consumidor,19/03/2019,Standard Class,Florida,Muebleria,0.2,5.1408,3,45.696
Suministros de Oficina,Tampa,United States,Alan Shonely,Other,15/03/2019,US-2019-149958,33614,Insertable Tab Post Binder Dividers,Sur,Consumidor,19/03/2019,Standard Class,Florida,Portafolio,0.7,-5.5338,3,7.218
Suministros de Oficina,Tampa,United States,Alan Shonely,GBC,15/03/2019,US-2019-149958,33614,GBC VeloBinder Manual Binding System,Sur,Consumidor,19/03/2019,Standard Class,Florida,Portafolio,0.7,-31.6712,4,43.188
Suministros de Oficina,Tampa,United States,Alan Shonely,Xerox,15/03/2019,US-2019-149958,33614,Xerox 1889,Sur,Consumidor,19/03/2019,Standard Class,Florida,Papel,0.2,47.8152,3,131.904
Suministros de Oficina,Tampa,United States,Alan Shonely,Other,15/03/2019,US-2019-149958,33614,"Hot File 7-Pocket, Floor Stand",Sur,Consumidor,19/03/2019,Standard Class,Florida,Almacenamiento,0.2,17.847,1,142.776
Tecnología,Raleigh,United States,Kristina Nunn,Polycom,16/03/2019,US-2019-157609,27604,Polycom VoiceStation 500 Conference phone,Sur,Home Office,21/03/2019,Second Class,North Carolina,Telefonos,0.2,29.495,2,471.92
Muebles,New York City,United States,Christine Phan,Balt,17/03/2019,US-2019-148838,10024,Balt Solid Wood Round Tables,Este,Corporativo,21/03/2019,Standard Class,New York,Mesas,0.4,-553.6476,4,1071.576
Muebles,New York City,United States,Christine Phan,Bretford,17/03/2019,US-2019-148838,10024,Bretford Rectangular Conference Table Tops,Este,Corporativo,21/03/2019,Standard Class,New York,Mesas,0.4,-447.5947,7,1579.746
Muebles,New York City,United States,Christine Phan,Hon,17/03/2019,US-2019-148838,10024,"Hon 30"" x 60"" Table with Locking Drawer",Este,Corporativo,21/03/2019,Standard Class,New York,Mesas,0.4,-122.7816,3,613.908
Suministros de Oficina,Lakeville,United States,Bradley Nguyen,Bionaire,17/03/2019,US-2019-118339,55044,Bionaire Personal Warm Mist Humidifier/Vaporizer,Central,Consumidor,24/03/2019,Standard Class,Minnesota,Linea Blanca,0,36.5742,2,93.78
Suministros de Oficina,Jackson,United States,Mark Haberlin,Belkin,17/03/2019,US-2019-164763,39212,Belkin 6 Outlet Metallic Surge Strip,Sur,Corporativo,21/03/2019,Standard Class,Mississippi,Linea Blanca,0,8.4942,3,32.67
Suministros de Oficina,Dallas,United States,Annie Zypern,Newell,17/03/2019,US-2019-158442,75217,Newell 333,Central,Consumidor,17/03/2019,Mismo Dia,Texas,Arte,0.2,0.3336,2,4.448
Suministros de Oficina,Lakeville,United States,Bradley Nguyen,Newell,17/03/2019,US-2019-118339,55044,Newell 35,Central,Consumidor,24/03/2019,Standard Class,Minnesota,Arte,0,5.7072,6,19.68
Suministros de Oficina,Lakeville,United States,Bradley Nguyen,Avery,17/03/2019,US-2019-118339,55044,Avery Non-Stick Heavy Duty View Round Locking Ring Binders,Central,Consumidor,24/03/2019,Standard Class,Minnesota,Portafolio,0,17.2224,6,35.88
Suministros de Oficina,Jackson,United States,Mark Haberlin,GBC,17/03/2019,US-2019-164763,39212,"GBC Twin Loop Wire Binding Elements, 9/16"" Spine, Black",Sur,Corporativo,21/03/2019,Standard Class,Mississippi,Portafolio,0,14.9156,2,30.44
Suministros de Oficina,Jackson,United States,Mark Haberlin,Acco,17/03/2019,US-2019-164763,39212,"Acco Pressboard Covers with Storage Hooks, 9 1/2"" x 11"", Executive Red",Sur,Corporativo,21/03/2019,Standard Class,Mississippi,Portafolio,0,5.3721,3,11.43
